tips.game.skinpacks	Vous pouvez modifier l'apparence de votre personnage avec un pack de skins du magasin. Sélectionnez le magasin dans le menu principal pour voir les modèles.
tips.game.1	Les golems de fer se battront pour vous!
tips.game.2	Vous pouvez rendre l'affichage du jeu plus clair ou plus sombre en ajustant le paramètre de luminosité.
tips.game.3	Si vous sélectionnez le niveau de difficulté Paisible, votre santé se régénérera automatiquement et aucun monstre ne viendra vous embêter la nuit!
tips.game.4	Donnez un os à un loup pour l'apprivoiser. Vous pourrez le faire asseoir ou lui demander de vous suivre.
tips.game.5	Les Endermen ne vous attaqueront pas si vous vous coiffez d'une citrouille.
tips.game.6	L'aube arrivera plus vite si vous dormez dans un lit pendant la nuit. Cependant, dans une partie multijoueur, tous les joueurs devront aller au lit en même temps.
tips.game.7	Récoltez de la nourriture des cochons, des vaches, des moutons, des lapins et des poulets. Cuisinez-vous un bon repas que vous mangerez pour regagner de la santé!
tips.game.8	Récoltez du cuir des vaches et utilisez-le pour fabriquer des armures et des livres.
tips.game.9	Si vous avez un seau vide, vous pouvez le rempli avec de l'eau, de la lave ou du lait d'une vache!
tips.game.10	Préparez le sol avant les semis au moyen d'une houe.
tips.game.11	Les araignées ne vous attaqueront pas durant la journée, sauf si vous les attaquez.
tips.game.12	Le fait de nourrir un animal l'empêchera de disparaître. Construisez un enclos pour garder vos animaux en sécurité.
tips.game.13	Manger de la nourriture cuite plutôt que de la nourriture crue vous aidera à avoir moins faim.
tips.game.14	Fabriquez des torches pour éclairer les endroits sombres. Les monstres se cachent dans l'obscurité!
tips.game.15	Arrivez plus vite à destination au moyen d'un wagonnet et de rails!
tips.game.16	Plantez quelques pousses d'arbres qui deviendront des arbres.
tips.game.17	Les hommes-cochons ne vous attaqueront pas, sauf si vous les attaquez.
tips.game.18	Vous pouvez modifier votre point d'apparition en jeu et dormir dans un lit pour vous rendre directement à l'aube.
tips.game.19	Relancez ces boules de feu au Ghast!
tips.game.20	La construction de portail vous permettra d'atteindre une nouvelle dimension : le Nether.
tips.game.22	Utilisez le bon outil! La pelle est beaucoup plus efficace qu'une pioche pour creuser dans la terre!
tips.game.23	Si vous ne trouvez pas de charbon pour vos torches, vous pouvez toujours faire du charbon de bois avec des arbres et un fourneau.
tips.game.24	Creuser directement vers le bas ou directement vers le haut n'est pas vraiment génial.
tips.game.25	La poudre d'os (fabriquée à partir d'un os de squelette) peut être utilisée comme engrais. Les plantes pousseront instantanément!
tips.game.26	Les Creepers explosent lorsqu'ils sont proches de vous!
tips.game.27	L'obsidienne est créée lorsque de l'eau touche à un bloc source de lave.
tips.game.28	Si le bloc source d'eau ou de lave est enlevé, l'écoulement s'arrêtera complètement.
tips.game.29	Le pavé est résistant aux boules de feu des Ghast, ce qui est très utile pour protéger les portails.
tips.game.30	Les blocs qui peuvent être utilisés comme source de lumière feront fondre la neige et la glace. Ceci comprend les torches, les pierres lumineuses et les citrouilles d'Halloween.
tips.game.31	Faites attention lorsque vous construisez des structures de laine non abritées, car la foudre peut enflammer la laine.
tips.game.32	Un seul seau de lave peut faire fondre 100 blocs dans un fourneau.
tips.game.33	L'instrument joué par un bloc sonore dépend du matériau qui est dessous.
tips.game.34	Les zombies et les squelettes peuvent survivre à la lumière du jour s'ils sont dans l'eau ou s'ils portent un casque.
tips.game.35	Si vous attaquez un loup, tous les loups qui sont dans les alentours immédiats deviendront hostiles et vous attaqueront. Les hommes-cochons zombies ont ce même trait de caractère.
tips.game.36	Les loups et les golems de fer n'attaqueront pas les Creepers.
tips.game.37	Les poulets pondent un œuf toutes les 5 à 10 minutes.
tips.game.38	L'obsidienne ne peut être minée qu'avec une pioche de diamant.
tips.game.39	La façon la plus facile d'obtenir de la poudre à canon est avec les Creepers.
tips.game.41	En plaçant deux coffres côte à côte, vous obtiendrez un grand coffre.
tips.game.42	C'est à la position de leur queue qu'on voit la santé des loups apprivoisés. Donnez-leur de la viande pour les soigner.
tips.game.43	Vous pouvez obtenir différentes couleurs de teinture à partir de divers matériaux, par exemple de la teinture verte en cuisant un cactus dans un fourneau!
tips.game.44	Sur les appareils mobiles, vous pouvez télécharger le pack « Musique de Minecraft » de la catégorie Musique du Magasin Minecraft.
tips.game.45	Certains animaux vous suivront si vous avec du blé dans votre main.
tips.trivia.1	Musique de C418!
tips.trivia.2	Il y aura certainement une mise à jour de ce jeu!
tips.trivia.3	Mojang a plus de récompenses que d'employés!
tips.trivia.4	Des célébrités jouent à Minecraft!
tips.trivia.5	Il ne faut pas regarder les bogues directement.
tips.trivia.6	Les Creepers sont nés d'un bogue de code.
tips.trivia.7	Est-ce un poulet ou un canard?
tips.trivia.8	Étiez-vous à la MINECON?
tips.trivia.9	Personne chez Mojang n'a jamais vu le visage de Junkboy.
tips.trivia.10	Saviez-vous qu'il existe un Wiki Minecraft?
tips.trivia.11	La MINECON 2011 a eu lieu à Las Vegas, au Nevada, aux États-Unis!
tips.trivia.12	La MINECON 2012 a eu lieu à Paris, en France!
tips.trivia.13	La MINECON 2013 a eu lieu à Orlando, en Floride, aux États-Unis!
tips.trivia.14	Personne ne se rappelle où a eu lieu la MINECON 2014.
tips.trivia.15	La MINECON 2015 a eu lieu à Londres, au Royaume-Uni!
tips.trivia.16	La MINECON 2016 a eu lieu à Anaheim, en Californie, aux États-Unis!
tips.trivia.17	Supposez toujours que les rumeurs sont fausses plutôt que d'abord y croire!
tips.trivia.18	La première version de Minecraft a été créée en seulement 6 jours!
tips.trivia.19	La langue Enderman est en fait de l'anglais à l'envers.
tips.trivia.20	À l'origine, Minecraft s'appelait le Cave Game.
tips.trivia.21	Les cochons qui sont frappés par la foudre deviennent des hommes-cochons zombies!
tips.trivia.22	Les Endermen détestent prendre leur bain! 
tips.trivia.23	Les golems de fer donnent parfois des fleurs aux enfants du village!
tips.trivia.24	Une araignée jockey est une rare apparition d'une araignée qui a un squelette pour cavalier!
tips.trivia.25	Un voyage d'un bloc dans le Nether équivaut à un voyage de huit blocs à la surface.
numc3ds.transfer.import	Importation des mondes
numc3ds.transfer.export	Exportation du monde
numc3ds.transfer.export_action	Exporter le monde
numc3ds.transfer.copying	Copie du monde
numc3ds.transfer.verifying	Vérification du monde
numc3ds.transfer.replacing	Remplacement de l'exportation
numc3ds.transfer.invalid	Monde non valide ignoré
numc3ds.transfer.capacity	Espace de stockage insuffisant
numc3ds.transfer.cancelled	Transfert annulé
numc3ds.transfer.cleanup	Nettoyage requis sur la carte SD
numc3ds.transfer.complete	Transfert terminé
numc3ds.transfer.replace	Remplacer l'exportation
numc3ds.transfer.cancel	Annuler
