tips.game.skinpacks	스토어의 캐릭터 팩으로 캐릭터의 외형을 바꿀 수 있습니다. 주 메뉴의 '스토어'를 선택해 확인해보세요.
tips.game.1	철 골렘이 있으면 플레이어 대신 싸웁니다.
tips.game.2	게임의 밝기를 높이거나 낮추려면 감마 설정을 변경하세요.
tips.game.3	평화로움 난이도를 선택하면 체력이 자동으로 회복되고 밤에 몬스터가 출몰하지 않습니다.
tips.game.4	늑대를 길들이려면 뼈를 먹이로 주세요. 길들인 늑대는 명령에 따라 앉아서 기다리거나 플레이어를 따라다닙니다.
tips.game.5	호박을 머리에 착용하고 있으면 엔더맨이 공격하지 않습니다.
tips.game.6	밤에 침대에서 자면 시간을 새벽으로 건너뛸 수 있습니다. 멀티 플레이어 게임에서는 동시에 모든 플레이어가 잠들어야 합니다.
tips.game.7	돼지, 소, 양, 토끼, 닭을 잡아 음식을 얻으세요. 요리해 익혀 먹으면 체력이 회복됩니다.
tips.game.8	소에게서 가죽을 얻고 그 가죽을 사용해 방어구를 제작하세요.
tips.game.9	빈 양동이를 사용하면 물, 용암 또는 소에서 짜낸 우유를 담을 수 있습니다.
tips.game.10	괭이를 사용해 식물을 심을 수 있는 땅을 만드세요.
tips.game.11	낮 시간의 거미는 먼저 공격을 했을 때만 덤벼 듭니다.
tips.game.12	동물이 사라지는 현상을 방지하려면 꾸준히 먹이를 주세요. 우리를 만들면 안전에 도움이 됩니다.
tips.game.13	익힌 음식은 날 음식보다 배고픔이 더 효과적으로 해소됩니다.
tips.game.14	횃불을 제작해 주변을 밝게 유지하세요. 어두운 곳에서는 몬스터가 나타납니다.
tips.game.15	광물 수레와 레일을 사용해 목적지까지 더 빠르게 이동하세요.
tips.game.16	묘목을 심으면 자라서 나무가 됩니다.
tips.game.17	피그맨은 먼저 공격을 받은 경우에만 공격합니다.
tips.game.18	침대를 자면 게임 시작 지점을 변경하고 시간을 새벽으로 건너뛸 수 있습니다.
tips.game.19	가스트가 쏘는 불덩이를 되받아치세요!
tips.game.20	포탈을 지으면 다른 차원의 세계인 네더로 여행을 떠날 수 있습니다.
tips.game.22	작업에 적합한 도구를 사용하세요. 흙을 파낼 때는 곡괭이보다 삽을 사용할 때 훨씬 빠릅니다.
tips.game.23	횃불을 만들 석탄이 없다면 화로에 나무를 넣고 숯을 만들어 사용하세요.
tips.game.24	수직으로 파내려가거나 올라가는 것은 추천하지 않습니다.
tips.game.25	스켈레톤 뼈에서 얻을 수 있는 뼛가루는 작물을 즉시 자라게 하는 비료로 쓸 수 있습니다.
tips.game.26	크리퍼는 접근하면 폭발합니다.
tips.game.27	흑요석은 물과 용암 블록이 만나면 생성됩니다.
