tips.game.skinpacks	Puedes cambiar el aspecto de tu personaje con el pack de aspectos de la tienda. Ve a "Tienda" en el menú principal para ver qué hay disponible.
tips.game.1	¡Los gólem de hierro lucharán por ti!
tips.game.2	Cambia el ajuste del brillo para ver el juego más claro o más oscuro.
tips.game.3	Si defines la dificultad del juego en Pacífico, tu salud se regenerará automáticamente. ¡Además, no saldrán monstruos por la noche!
tips.game.4	Dale un hueso a un lobo para domarlo. Luego puedes hacer que se siente o que te siga.
tips.game.5	Si te pones una calabaza en la cabeza, evitarás que los Enderman te ataquen.
tips.game.6	Si duermes en una cama de noche, el juego avanzará hasta el amanecer, pero en los juegos multijugador todos los jugadores tienen que dormir en camas a la vez.
tips.game.7	Recoge comida de los cerdos, las vacas, las ovejas, los conejos y las gallinas. Cocínala y cómetela para recuperar la salud.
tips.game.8	Extrae cuero de las vacas y úsalo para fabricar armaduras y libros.
tips.game.9	Si tienes un cubo vacío, puedes llenarlo de agua, lava o leche de vaca.
tips.game.10	Usa una azada para preparar el terreno para la cosecha.
tips.game.11	Las arañas no atacan por el día, a no ser que tú las ataques a ellas.
tips.game.12	Al alimentar a un animal, evitas que se degenere. Construye un corral para mantener a tus animales a salvo.
tips.game.13	La comida cocinada reduce el hambre más que la comida cruda.
tips.game.14	Fabrica antorchas para iluminar las zonas oscuras. ¡Los monstruos deambulan por la oscuridad!
tips.game.15	¡Con una vagoneta y un raíl llegarás a tu destino más rápido!
tips.game.16	Planta brotes y se convertirán en árboles.
tips.game.17	Los porqueros no te atacarán a no ser que tú los ataques a ellos.
tips.game.18	Duerme en una cama para cambiar el punto de generación del juego y avanzar hasta el amanecer.
tips.game.19	¡Devuelve al Ghast esas bolas de fuego!
tips.game.20	Si construyes un portal, podrás viajar a otra dimensión: el inframundo.
tips.game.22	Usa la herramienta adecuada para el trabajo. Excavarás más rápido en la tierra con una pala que con un pico.
tips.game.23	Si no encuentras hulla para las antorchas, siempre puedes convertir árboles en carbón en un horno.
tips.game.24	Excavar en línea recta hacia abajo o hacia arriba no es buena idea.
tips.game.25	La carne de hueso (se fabrica con hueso de esqueleto) se puede usar como fertilizante y hace que las cosas crezcan al instante.
tips.game.26	¡Los Creeper explotan cuando se acercan a ti!
tips.game.27	La obsidiana se crea cuando el agua alcanza un bloque de origen de lava.
tips.game.28	Si se quita el bloque de origen de agua o lava, la corriente se detiene por completo.
tips.game.29	Los adoquines son resistentes a las bolas de fuego del Ghast, lo que los hace útiles para defender portales.
tips.game.30	Los bloques que se pueden usar como fuente de luz derriten la nieve y el hielo. Entre ellos se incluyen las antorchas, las piedras brillantes y las calabazas iluminadas.
tips.game.31	Ten cuidado cuando construyas estructuras de lana al aire libre, ya que los rayos de las tormentas pueden prenderles fuego.
tips.game.32	Un solo cubo de lava se puede usar para fundir 100 bloques en un horno.
tips.game.33	El instrumento que toca un bloque de nota depende del material que tenga debajo.
tips.game.34	Los zombis y los esqueletos pueden sobrevivir a la luz del día si están en el agua o llevan un casco.
tips.game.35	Si atacas a un lobo, provocarás que todos los lobos de los alrededores se vuelvan hostiles a ti y te ataquen. Esta característica la comparten también los porqueros zombis.
tips.game.36	Los lobos y los gólem de hierro no atacan a los Creeper.
tips.game.37	Las gallinas ponen huevos cada 5 o 10 minutos.
tips.game.38	La obsidiana solo se puede excavar con un pico de diamante.
tips.game.39	Los Creeper son la fuente de pólvora más fácil de obtener.
tips.game.41	Si colocas dos cofres juntos crearás un cofre grande.
tips.game.42	La salud de los lobos domados se indica con la posición de su cola. Dales de comer para curarlos.
tips.game.43	Se pueden conseguir tintes de diferentes colores con una gran variedad de materiales. Cocina un cactus en un horno para obtener un tinte verde.
tips.game.44	En los dispositivos móviles, puedes descargar el pack "Música de Minecraft" de la categoría Música de la Tienda de Minecraft.
tips.game.45	Algunos animales te seguirán si llevas trigo en la mano.
tips.trivia.1	¡Música de C418!
tips.trivia.2	¡Pronto habrá una actualización de este juego!
tips.trivia.3	¡Mojang tiene más premios que empleados!
tips.trivia.4	¡Hay famosos que juegan a Minecraft!
tips.trivia.5	No mires directamente a los bichos.
tips.trivia.6	Los Creeper surgieron de un fallo de código.
tips.trivia.7	¿Es una gallina o es un pato?
tips.trivia.8	¿Estuviste en la MINECON?
tips.trivia.9	Nadie de Mojang ha visto jamás la cara a junkboy.
tips.trivia.10	¿Sabías que hay una Wiki de Minecraft?
tips.trivia.11	MINECON 2011 se celebró en Las Vegas, Nevada, EE. UU.
tips.trivia.12	MINECON 2012 se celebró en París, Francia.
tips.trivia.13	Minecon 2013 se celebró en Orlando, Florida.
tips.trivia.14	Nadie se acuerda de dónde se celebró MINECON 2014.
